#     q-path      omega_q           \gamma(q)(meV)         g(q)^2 (meV^2)
     1	     -0.0000 	       0.000000 	       0.000000 
     2	      0.2311 	       0.000000 	       0.000000 
     3	      0.4702 	       0.000000 	       0.000000 
     4	      0.7075 	       0.000065 	   35329.622829 
     5	      0.9444 	       0.000026 	   26536.341645 
     6	      1.1812 	       0.000112 	   21311.912491 
     7	      1.4179 	       0.000049 	   17852.376870 
     8	      1.6547 	       0.000035 	   15415.017555 
     9	      1.8913 	       0.000055 	   13611.383655 
    10	      2.1280 	       0.000062 	   12230.163331 
    11	      2.3648 	       0.000062 	   11143.851432 
    12	      2.6016 	       0.000044 	   10270.621307 
    13	      2.8385 	       0.000083 	    9563.701932 
    14	      3.0754 	       0.000044 	    8978.896659 
    15	      3.3122 	       0.000074 	    8493.380015 
    16	      3.5490 	       0.000082 	    8086.231651 
    17	      3.7859 	       0.000066 	    7740.602580 
    18	      4.0227 	       0.000075 	    7450.249800 
    19	      4.2595 	       0.000052 	    7201.149096 
    20	      4.4962 	       0.000064 	    6990.384356 
    21	      4.7329 	       0.000077 	    6808.654414 
    22	      4.9693 	       0.000111 	    6653.188526 
    23	      5.2058 	       0.000059 	    6522.245040 
    24	      5.4421 	       0.000066 	    6409.672932 
    25	      5.6780 	       0.000067 	    6314.454606 
    26	      5.9138 	       0.000052 	    6232.337668 
    27	      6.1494 	       0.000065 	    6164.167520 
    28	      6.3846 	       0.000112 	    6107.756494 
    29	      6.6196 	       0.000065 	    6060.623078 
    30	      6.8541 	       0.000063 	    6021.709722 
    31	      7.0883 	       0.000061 	    5988.919842 
    32	      7.3219 	       0.000068 	    5965.689750 
    33	      7.5551 	       0.000087 	    5946.783922 
    34	      7.7878 	       0.000067 	    5933.124141 
    35	      8.0199 	       0.000043 	    5923.112404 
    36	      8.2513 	       0.000075 	    5917.454893 
    37	      8.4821 	       0.000044 	    5915.756156 
    38	      8.7121 	       0.000059 	    5916.884228 
    39	      8.9415 	       0.000103 	    5921.131691 
    40	      9.1699 	       0.000126 	    5925.880948 
    41	      9.3975 	       0.000108 	    5935.372074 
    42	      9.6242 	       0.000060 	    5944.878464 
    43	      9.8499 	       0.000090 	    5955.744052 
    44	     10.0745 	       0.000109 	    5966.647919 
    45	     10.2981 	       0.000099 	    5977.989777 
    46	     10.5205 	       0.000089 	    5991.349856 
    47	     10.7417 	       0.000132 	    6003.893080 
    48	     10.9615 	       0.000166 	    6016.883829 
    49	     11.1801 	       0.000107 	    6029.348963 
    50	     11.3972 	       0.000080 	    6042.065384 
    51	     11.6128 	       0.000096 	    6056.410387 
    52	     11.8268 	       0.000107 	    6069.881314 
    53	     12.0392 	       0.000111 	    6083.417512 
    54	     12.2498 	       0.000125 	    6096.423927 
    55	     12.4585 	       0.000118 	    6112.074862 
    56	     12.6653 	       0.000125 	    6127.421635 
    57	     12.8700 	       0.000096 	    6143.432239 
    58	     13.0724 	       0.000095 	    6159.225038 
    59	     13.2726 	       0.000098 	    6177.643373 
    60	     13.4702 	       0.000107 	    6197.086245 
    61	     13.6651 	       0.000083 	    6217.159114 
    62	     13.8572 	       0.000096 	    6240.071693 
    63	     14.0462 	       0.000127 	    6263.560881 
    64	     14.2317 	       0.000160 	    6292.033048 
    65	     14.4136 	       0.000182 	    6323.304957 
    66	     14.5914 	       0.000176 	    6359.094723 
    67	     14.7647 	       0.000218 	    6400.158042 
    68	     14.9329 	       0.000229 	    6449.411524 
    69	     15.0951 	       0.000180 	    6511.596972 
    70	     15.2505 	       0.000158 	    6587.531494 
    71	     15.3981 	       0.000110 	    6685.090861 
    72	     15.5361 	       0.000129 	    6810.647226 
    73	     15.6628 	       0.000231 	    6976.066952 
    74	     15.7760 	       0.000111 	    7192.934123 
    75	     15.8733 	       0.000184 	    7468.986626 
    76	     15.9527 	       0.000225 	    7801.875509 
    77	     16.0129 	       0.000098 	    8180.826989 
    78	     16.0540 	       0.000230 	    8580.249001 
    79	     16.0774 	       0.000182 	    8971.287092 
    80	     16.0857 	       0.000556 	    9328.785836 
    81	     16.0816 	       0.000240 	    9642.675395 
    82	     16.0677 	       0.000319 	    9918.070711 
    83	     16.0464 	       0.000146 	   10154.361377 
    84	     16.0192 	       0.000333 	   10359.757171 
    85	     15.9876 	       0.000759 	   10536.328944 
    86	     15.9524 	       0.000672 	   10692.798498 
    87	     15.9146 	       0.000451 	   10833.578315 
    88	     15.8746 	       0.000396 	   10961.511225 
    89	     15.8328 	       0.000780 	   11075.788099 
    90	     15.7896 	       0.001056 	   11178.612674 
    91	     15.7452 	       0.000839 	   11274.771542 
    92	     15.6999 	       0.000509 	   11363.686625 
    93	     15.6536 	       0.000237 	   11446.155173 
    94	     15.6067 	       0.000728 	   11520.093052 
    95	     15.5591 	       0.000594 	   11588.249569 
    96	     15.5109 	       0.000769 	   11650.798484 
    97	     15.4621 	       0.000402 	   11707.492987 
    98	     15.4129 	       0.000336 	   11759.135416 
    99	     15.3632 	       0.000328 	   11801.840795 
   100	     15.3131 	       0.000321 	   11839.043748 
   101	     15.2625 	       0.000377 	   11869.467943 
   102	     15.2781 	       0.000287 	   11857.635295 
   103	     15.2938 	       0.000278 	   11837.528754 
   104	     15.3095 	       0.000260 	   11812.721373 
   105	     15.3249 	       0.000327 	   11783.709009 
   106	     15.3400 	       0.000254 	   11749.854056 
   107	     15.3545 	       0.000174 	   11713.414706 
   108	     15.3684 	       0.000243 	   11672.552038 
   109	     15.3815 	       0.000104 	   11631.612499 
   110	     15.3938 	       0.000185 	   11588.936786 
   111	     15.4053 	       0.000120 	   11545.991717 
   112	     15.4159 	       0.000147 	   11502.994704 
   113	     15.4255 	       0.000111 	   11458.882772 
   114	     15.4343 	       0.000172 	   11418.369180 
   115	     15.4422 	       0.000195 	   11379.141752 
   116	     15.4493 	       0.000227 	   11341.894397 
   117	     15.4556 	       0.000251 	   11305.204013 
   118	     15.4611 	       0.000241 	   11274.254524 
   119	     15.4659 	       0.000299 	   11245.195112 
   120	     15.4701 	       0.000237 	   11218.948348 
   121	     15.4736 	       0.000262 	   11194.620426 
   122	     15.4767 	       0.000454 	   11173.997087 
   123	     15.4792 	       0.000343 	   11156.611047 
   124	     15.4812 	       0.000409 	   11139.656101 
   125	     15.4829 	       0.000759 	   11127.704878 
